dataset	n_clusters	linkage	nmizelnik3	2	ward	0.4518199769875484
spherical_4_3	2	ward	0.7071067811865487
fourty	2	ward	0.43347644077747444
lsun	2	ward	0.4214733292389716
diamond9	2	ward	0.5313027462959053
ds850	2	ward	0.6225913070939444
elly-2d10c13s	2	ward	0.39069115459769077
pathbased	2	ward	0.5081527578831342
R15	2	ward	0.3807921405875711
spherical_6_2	2	ward	0.6219749249242617
shapes	2	ward	0.7071067811865475
2dnormals	2	ward	0.5438195231440537
dpc	2	ward	0.6843854186239998
twodiamonds	2	ward	1.0
ds2c2sc13	2	ward	0.5239331226632158
donut3	2	ward	0.5484780062661673
simplex	2	ward	0.6368979998630601
2d-20c-no0	2	ward	0.4854173991847122
disk-5000n	2	ward	0.039202481720964806
DS-577	2	ward	0.7641260260650021
zoo	2	ward	0.4476144855362766
square3	2	ward	0.5605004110844486
sonar	2	ward	0.0019186732976993147
donut1	2	ward	0.23593574987557842
disk-4600n	2	ward	0.008838248984091782
sizes5	2	ward	0.7338567387482061
thy	2	ward	0.14037439381084732
cure-t1-2000n-2D	2	ward	0.6590763002608133
blobs	2	ward	0.6134007859788638
dense-disk-5000	2	ward	0.00015568201311157859
heart-statlog	2	ward	0.013448418119901077
dense-disk-3000	2	ward	0.0006327545516764986
ds3c3sc6	2	ward	0.5578025177093318
donut2	2	ward	0.2142509879203344
dartboard1	2	ward	0.008466111732648128
smile1	2	ward	0.5109330179834215
2d-10c	2	ward	0.5689782019967242
impossible	2	ward	0.5926778782245093
aml28	2	ward	0.7754628758404163
zelnik2	2	ward	0.5164661175142817
banana	2	ward	0.09430084245784204
compound	2	ward	0.6450850430918583
zelnik6	2	ward	0.6143918383090827
sizes3	2	ward	0.6812432763824815
spiral	2	ward	0.09561854227550681
sizes2	2	ward	0.6783520059931735
iris	2	ward	0.7611702597222872
hypercube	2	ward	0.5640431434222519
engytime	2	ward	0.6469878969985717
circle	2	ward	0.0007737919844410201
longsquare	2	ward	0.5960478878232816
zelnik1	2	ward	0.11170494983818394
iono	2	ward	0.13867261781485235
square5	2	ward	0.4231361814390184
curves1	2	ward	1.0
3-spiral	2	ward	0.0035166766972519418
DS-850	2	ward	0.6225913070939444
rings	2	ward	0.12142531089791564
cure-t2-4k	2	ward	0.6472567574272605
2d-4c-no4	2	ward	0.771735815900647
disk-1000n	2	ward	0.01587865371834596
complex9	2	ward	0.4207864362393788
ecoli	2	ward	0.501244694604431
target	2	ward	0.334845888377784
3MC	2	ward	0.7521189254396075
xor	2	ward	0.004634650943161375
xclara	2	ward	0.7563203541227156
cure-t0-2000n-2D	2	ward	0.8849086629737712
dartboard2	2	ward	0.24437046789757585
spherical_5_2	2	ward	0.5286093319475423
ds577	2	ward	0.7641260260650021
elliptical_10_2	2	ward	0.5487383522962472
wingnut	2	ward	0.49346953546320266
triangle2	2	ward	0.6496735356717025
smile2	2	ward	0.5125189741350502
disk-4000n	2	ward	0.16761111801317877
jain	2	ward	0.5068493589787205
2d-4c	2	ward	0.7486941083478014
long1	2	ward	0.016165596189740408
sizes4	2	ward	0.7414436206580319
curves2	2	ward	0.008950237563143391
