-0.119412,-0.00367991,0
-0.0375258,1.25434,0
-0.0685034,0.772854,0
-0.0167834,1.22085,0
-0.173943,1.20312,0
-0.299168,0.232784,0
-0.114901,0.241325,0
0.126887,1.13959,0
-0.0597979,0.0114319,0
-0.199563,0.921449,0
-0.135896,0.68779,0
-0.10102,1.27889,0
-0.129993,0.00139211,0
0.159328,0.708978,0
-0.183459,0.743095,0
-0.103478,0.0686578,0
-0.0171744,1.09974,0
-0.0987823,0.379008,0
-0.120349,0.554649,0
-0.0492003,0.63516,0
-0.0951402,1.17851,0
-0.0330035,0.600224,0
-0.211297,0.873873,0
-0.113839,0.693891,0
0.0380553,0.627753,0
0.11069,1.45849,0
-0.16576,0.586554,0
0.0294454,1.4493,0
0.0833735,0.808035,0
0.0159893,1.29861,0
-0.162801,0.391741,0
-0.0794573,0.915965,0
-0.0572309,0.377223,0
-0.134872,0.445803,0
-0.233165,0.333772,0
-0.0342774,0.645154,0
-0.0680402,1.07389,0
-0.0705819,1.36331,0
-0.17454,0.21388,0
-0.0325234,1.33071,0
0.159517,0.964658,0
0.0168956,1.19789,0
0.0278145,0.45215,0
-0.0167618,0.266557,0
-0.113459,0.656588,0
-0.0659799,0.562316,0
0.0607394,1.22977,0
0.0555421,0.367955,0
-0.0134292,0.780897,0
-0.0679338,0.49686,0
-0.110866,0.978664,0
-0.208294,0.612181,0
-0.165002,1.0358,0
-0.105813,0.0698822,0
-0.0501008,1.31567,0
-0.0866699,0.379671,0
-0.0311464,1.20523,0
-0.0386583,1.09434,0
-0.105227,0.512737,0
0.0753645,1.35098,0
-0.0798559,0.357088,0
-0.278044,0.498043,0
-0.0992675,0.53995,0
-0.21017,0.647304,0
-0.010586,1.17661,0
-0.124079,0.471714,0
-0.051722,1.17527,0
0.104083,1.29839,0
0.0123139,1.08012,0
-0.0866528,0.358716,0
-0.0026531,0.248472,0
-0.144595,0.36062,0
-0.112108,0.199827,0
-0.0936372,0.242278,0
0.201613,0.87931,0
-0.107331,0.424697,0
-0.0928994,0.27958,0
-0.0654636,0.441277,0
-0.0516311,0.331502,0
-0.180436,0.73014,0
0.189772,0.807396,0
-0.00791011,1.42611,0
-0.0297353,1.13265,0
-0.0746826,0.482801,0
0.00250955,0.443759,0
-0.211061,0.617977,0
-0.0013361,1.49261,0
-0.0236382,0.797014,0
-0.158073,0.992762,0
-0.102618,0.79093,0
-0.0607415,0.270724,0
-0.0301371,0.991775,0
0.0770191,0.774091,0
-0.0181935,0.676791,0
0.00935031,1.43689,0
-0.108784,0.507748,0
-0.179372,0.0594841,0
-0.0774288,0.477397,0
-0.121,0.171627,0
-0.0958581,0.243514,0
-0.0371904,0.780721,0
-0.113054,0.84807,0
-0.00900852,1.464,0
-0.174801,0.242408,0
-0.0845161,0.231908,0
-0.169364,0.99363,0
-0.138293,1.07148,0
-0.111355,0.893563,0
-0.109931,0.208484,0
-0.17514,0.624463,0
-0.0833034,0.332028,0
0.0479511,1.38485,0
-0.0902033,1.25834,0
-0.215925,0.489467,0
-0.0582682,0.500675,0
-0.237936,1.25566,0
-0.0798984,0.213547,0
0.0403525,0.544886,0
-0.20421,0.0543681,0
0.0243401,1.45807,0
-0.0319617,0.968562,0
-0.00425491,1.4761,0
-0.0022241,0.43271,0
-0.179336,0.759612,0
0.0114425,0.809695,0
-0.0152086,1.23265,0
-0.00419187,0.538864,0
-0.0355924,1.10308,0
-0.146544,0.0225272,0
0.171639,1.34023,0
-0.0599867,0.781809,0
-0.0279807,1.4473,0
-0.157463,1.16662,0
-0.0730147,0.207638,0
-0.167269,0.180838,0
-0.0215914,0.00548714,0
-0.0940704,1.25081,0
0.0167305,0.43836,0
-0.0402863,1.42201,0
0.112694,0.794793,0
-0.123176,0.504748,0
-0.0978834,0.695707,0
-0.0711457,0.223002,0
0.116924,1.42306,0
-0.0795443,0.463894,0
-0.0552907,0.176401,0
-0.175712,1.41378,0
-0.0153092,0.486631,0
-0.0972252,0.233487,0
-0.0271216,1.37042,0
-0.0919409,0.339369,0
0.0693353,1.21446,0
-0.146579,1.07795,0
0.0331339,1.1523,0
-0.259075,0.780173,0
-0.0970214,0.33623,0
-0.148545,0.0841038,0
-0.141705,0.200919,0
-0.17897,0.237122,0
0.0240852,0.688734,0
-0.0722547,1.13197,0
0.0266882,0.52678,0
0.0440443,1.06673,0
0.0179512,1.11072,0
0.0217129,0.735202,0
-0.00973713,1.10243,0
0.104049,1.00493,0
-0.0176739,1.01473,0
0.0594616,1.07165,0
-0.113745,0.739225,0
0.136775,0.543186,0
-0.207981,1.35339,0
0.0400744,0.216217,0
0.006857,1.4084,0
-0.265405,0.225431,0
-0.131767,0.284325,0
-0.0726479,0.460109,0
-0.0556917,1.46907,0
0.012452,0.142579,0
-0.130077,1.38827,0
-0.0985846,0.567206,0
-0.0241244,0.0922126,0
-0.0176194,1.34688,0
0.132412,0.895847,0
-0.0123982,1.30756,0
-0.0354808,0.150047,0
-0.0691863,0.699004,0
0.129709,0.851669,0
-0.122695,0.111379,0
-0.0381351,0.338161,0
-0.0512225,0.0630187,0
-0.248278,0.117523,0
-0.225592,0.403172,0
-0.0596994,1.14423,0
-0.0776548,0.553963,0
-0.0480272,0.388272,0
0.103663,0.515567,0
-0.0736677,0.91614,0
-0.053968,0.283564,0
-0.0744218,1.33614,0
0.00157121,1.5153,0
-0.0593392,1.39612,0
-0.0663471,0.730924,0
-0.121705,0.894385,0
-0.210268,1.29064,0
0.194465,0.65451,0
-0.142694,0.539501,0
0.0360472,1.42533,0
0.00941635,1.51491,0
-0.0691792,1.40068,0
-0.104841,0.986371,0
0.13033,0.475927,0
