-0.301894,0.00629555,0,0,0,0
-0.256398,-0.886198,0,0,0,0
0.190433,-0.206799,0,0,0,0
-0.322569,0.866523,0,0,0,0
-0.264909,0.440557,0,0,0,0
-0.463073,-0.509396,0,0,0,0
-0.00529245,-0.324064,0,0,0,0
-0.277987,0.2687,0,0,0,0
-0.156754,0.184124,0,0,0,0
0.0506359,-0.597702,0,0,0,0
0.060452,0.189362,0,0,0,0
-0.47128,-0.237964,0,0,0,0
0.189092,0.705412,0,0,0,0
-0.478732,-0.377145,0,0,0,0
-0.478011,0.506064,0,0,0,0
-0.44507,0.367765,0,0,0,0
-0.401895,0.0755461,0,0,0,0
-0.153906,-0.0512951,0,0,0,0
-0.510838,0.458011,0,0,0,0
-0.211106,-0.620425,0,0,0,0
-0.464412,0.670634,0,0,0,0
-0.137134,-0.257882,0,0,0,0
-0.32258,-0.729945,0,0,0,0
0.0896513,0.52227,0,0,0,0
-0.383877,-0.250287,0,0,0,0
-0.070438,-0.232431,0,0,0,0
-0.411342,-0.725596,0,0,0,0
0.372639,0.0126363,0,0,0,0
-0.0729493,0.62513,0,0,0,0
-0.611625,0.0946568,0,0,0,0
0.106448,0.353246,0,0,0,0
0.228211,-0.0615358,0,0,0,0
-0.597872,0.627408,0,0,0,0
0.0288082,-0.253268,0,0,0,0
-0.312371,0.645119,0,0,0,0
0.387864,0.0614798,0,0,0,0
0.106584,0.677099,0,0,0,0
-0.0700668,0.656176,0,0,0,0
-0.365368,0.968248,0,0,0,0
-0.0162981,-0.166653,0,0,0,0
-0.768498,0.185186,0,0,0,0
-0.905787,0.382579,0,0,0,0
0.0603568,0.266361,0,0,0,0
-0.197937,0.706312,0,0,0,0
-0.148379,0.928545,0,0,0,0
-0.343384,-0.657476,0,0,0,0
0.0337785,-0.749963,0,0,0,0
-0.0333456,0.403895,0,0,0,0
0.134856,0.500342,0,0,0,0
-0.519413,-0.721262,0,0,0,0
-0.630242,-0.613513,0,0,0,0
-0.277092,-0.930226,0,0,0,0
-0.487299,0.595863,0,0,0,0
-0.391148,-0.79529,0,0,0,0
-0.126078,0.306362,0,0,0,0
0.388391,0.178709,0,0,0,0
0.0789989,-0.791177,0,0,0,0
-0.709998,-0.207074,0,0,0,0
-0.771522,-0.0388351,0,0,0,0
-0.704456,-0.171869,0,0,0,0
0.0304099,-0.452903,0,0,0,0
-0.387679,0.106998,0,0,0,0
-0.514315,0.0633687,0,0,0,0
-0.916394,-0.372568,0,0,0,0
0.0266111,0.837943,0,0,0,0
-0.466273,-0.952596,0,0,0,0
-0.771061,-0.37949,0,0,0,0
0.215987,-0.0323451,0,0,0,0
-0.481224,-0.787122,0,0,0,0
-0.321566,0.664489,0,0,0,0
-0.318879,-0.0592889,0,0,0,0
-0.376827,0.541116,0,0,0,0
0.254857,0.184914,0,0,0,0
0.1568,0.238864,0,0,0,0
-0.54338,-0.239997,0,0,0,0
-0.82116,-0.482051,0,0,0,0
-0.862293,0.0250457,0,0,0,0
-0.0277903,0.386372,0,0,0,0
-0.306172,0.754326,0,0,0,0
0.248492,0.0852072,0,0,0,0
-0.335343,-0.982016,0,0,0,0
0.0255508,-0.732052,0,0,0,0
-0.205358,0.277356,0,0,0,0
-0.551502,0.0405378,0,0,0,0
0.0128732,-0.0985294,0,0,0,0
-0.758732,-0.589747,0,0,0,0
-0.65874,-0.393327,0,0,0,0
-0.715578,-0.00347524,0,0,0,0
0.0820485,0.835983,0,0,0,0
-0.602817,-0.379862,0,0,0,0
0.142258,-0.00106393,0,0,0,0
-0.940515,0.0258227,0,0,0,0
-0.076427,0.0638871,0,0,0,0
-0.133202,0.151207,0,0,0,0
-0.800799,-0.186669,0,0,0,0
-0.261733,0.270002,0,0,0,0
-0.657772,0.459629,0,0,0,0
-0.3747,0.194102,0,0,0,0
-0.689945,0.552795,0,0,0,0
0.123926,-0.354409,0,0,0,0
-0.403005,-0.449634,0,0,0,0
-0.216437,0.890648,0,0,0,0
-0.6463,0.69176,0,0,0,0
-0.451252,0.152572,0,0,0,0
0.285137,-0.472838,0,0,0,0
0.158805,-0.0182681,0,0,0,0
-0.916182,0.198938,0,0,0,0
0.00121948,-0.114686,0,0,0,0
-0.371046,0.443168,0,0,0,0
0.386016,-0.174463,0,0,0,0
-0.301244,-0.855664,0,0,0,0
-0.466106,-0.658367,0,0,0,0
0.0314416,-0.321422,0,0,0,0
-0.361016,-0.580368,0,0,0,0
-0.90285,0.0860522,0,0,0,0
-0.175245,0.14309,0,0,0,0
